Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,12,IND,Indiana Pacers,Reggie Miller,26,3,3,130,6.9,11.9,0.58,1.9,3.0,0.64,5.0,8.9,0.56,6.6,8.3,0.8,1.1,0.8,1.9,3.9,1.1,0.0,1.1,3.3,22.4
1992,12,IND,Indiana Pacers,Detlef Schrempf,29,3,0,120,5.4,14.1,0.38,0.6,1.2,0.5,4.8,12.9,0.37,7.5,8.4,0.89,3.6,8.1,11.7,2.1,0.6,0.3,2.1,3.0,18.9
1992,12,IND,Indiana Pacers,Chuck Person,27,3,3,118,5.8,14.3,0.4,1.5,4.6,0.33,4.3,9.8,0.44,2.4,3.7,0.67,0.3,2.4,2.7,2.1,0.6,0.0,1.8,3.4,15.6
1992,12,IND,Indiana Pacers,Micheal Williams,25,3,3,106,6.1,14.6,0.42,1.0,3.1,0.33,5.1,11.5,0.44,3.7,5.1,0.73,0.3,2.4,2.7,8.2,3.1,0.0,2.4,4.1,17.0
1992,12,IND,Indiana Pacers,Dale Davis,22,3,0,69,2.1,5.2,0.4,0.0,0.0,,2.1,5.2,0.4,0.0,0.0,,2.6,7.3,9.9,1.0,0.0,2.6,0.5,4.2,4.2
1992,12,IND,Indiana Pacers,LaSalle Thompson,30,3,3,63,4.0,6.3,0.64,0.0,0.0,,4.0,6.3,0.64,1.1,1.1,1.0,1.1,6.3,7.4,2.3,0.6,2.3,1.7,6.3,9.1
1992,12,IND,Indiana Pacers,George McCloud,24,2,2,53,4.1,8.2,0.5,2.0,4.1,0.5,2.0,4.1,0.5,5.4,7.5,0.73,0.0,1.4,1.4,4.1,1.4,0.7,2.0,3.4,15.6
1992,12,IND,Indiana Pacers,Vern Fleming,29,3,0,51,7.1,12.7,0.56,0.0,0.0,,7.1,12.7,0.56,0.7,2.1,0.33,0.0,1.4,1.4,4.2,2.1,0.0,2.8,3.5,14.8
1992,12,IND,Indiana Pacers,Rik Smits,25,3,1,28,5.1,14.1,0.36,0.0,0.0,,5.1,14.1,0.36,2.6,2.6,1.0,3.9,3.9,7.7,0.0,2.6,1.3,3.9,9.0,12.9
1992,12,IND,Indiana Pacers,Greg Dreiling,29,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0
1992,12,IND,Indiana Pacers,Sean Green,21,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,12,IND,Indiana Pacers,Kenny Williams,22,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
